link,metaforico,indice_noticia,paragrafos_resgatados
"https://cultura.estadao.com.br/noticias/literatura,documentario-flagra-o-desalento-do-escritor-antonio-callado-com-o-brasil,70003588131",0,48,"['A vida que conhecemos de Antonio Callado foi brilhante, mas não isenta de percalços. No plano pessoal, teve de conviver com o suicídio de uma de suas filhas, diagnosticada como esquizofrênica. Depois de carreira muito consistente, não apenas no jornalismo como na literatura, Callado foi perdendo espaço. Salvou-o uma coluna que manteve nos últimos tempos no jornal']"
"https://saude.estadao.com.br/noticias/geral,pesquisas-tem-associado-idade-do-homem-a-problemas-na-gestacao-e-no-bebe,70002912610",0,49,"['Artigo publicado em março por pesquisadoras da Universidade Rutgers, em Nova Jersey (EUA), reuniu informações deste e de outros 22 estudos. Além de problemas ao nascer, pesquisas compiladas haviam associado a paternidade tardia a condições como esquizofrenia e até autismo nas crianças.']"
"https://saude.estadao.com.br/noticias/geral,com-varios-vetos-bolsonaro-sanciona-lei-antidrogas,70002858546",0,50,"['""O Jeferson tinha esquizofrenia e não aderia às comunidades terapêuticas, que são abertas e ele fugia. Ele começou a usar maconha em 2007 e, já no começo, teve um quadro de surto.""']"
"https://saude.estadao.com.br/noticias/geral,inteligencia-do-psicopata-e-criacao-mistica-e-mentirosa-diz-especialista,70002804864",0,51,"['. Num sentido estritamente médico, como falamos de pneumonia, meningite, não é uma doença. O que chamamos de doenças mentais, como esquizofrenia e depressão, são distúrbios pontuais. No caso da psicopatia, é um distúrbio de personalidade, não algo pontual. Agora, se consideramos a doença como uma condição biológica que te deixa em desvantagem, aí podemos dizer que sim, é uma doença.', 'Este é um debate atual acirrado. Eu pessoalmente não acredito nisso. Todos os psicopatas sabem a diferença entre o certo e o errado por isso podem ser responsabilizados criminalmente. É diferente de um esquizofrênico, por exemplo, que está delirando e ouve uma voz que o manda matar um sujeito. Ele está em surto. O psicopata, não. Ele sabe, não é psicótico. E tem outra coisa, o fato de ter uma predisposição não justifica nada. Há um perigo no excesso de neurocientização da sociedade que é tentar explicar tudo pelo cérebro. Ora, o cérebro sozinho não faz nada.']"
"https://ciencia.estadao.com.br/noticias/geral,circuitos-cerebrais-das-emocoes-surgem-antes-de-o-bebe-completar-um-ano,70002542719",0,52,"['O trabalho foi feito com base nas imagens cerebrais de 223 recém-nascidos. Os cientistas olharam especificamente para o centro de processamento de emoções no cérebro, a região conhecida como amígdala, e suas conexões com outras áreas do cérebro relacionadas às emoções. Processamentos atípicos na amígdala estão ligados a desordens como depressão, ansiedade e esquizofrenia em adultos.']"
"https://saude.estadao.com.br/noticias/geral,a-cada-45-minutos-uma-pessoa-comete-suicidio-no-brasil,70002496904",0,53,"['A ABP quer levar isso à população. “A ABP quer popularizar. Nós estamos levando isso para as escolas, empresas e instituições”, afirmou o médico. “O que entristece os membros da ABP é ver que as pessoas querem abordar o assunto, mas negando a doença mental, que a depressão ou a esquizofrenia existam.”']"
"https://ciencia.estadao.com.br/noticias/geral,estados-unidos-aprovam-primeira-pilula-digital-rastreavel,70002084499",0,54,"['A liberação do primeiro remédio aplica-se ao aripiprazol, um antipsicótico usado no tratamento de distúrbios mentais, como transtornos de personalidade, depressão e esquizofrenia.']"
"https://ciencia.estadao.com.br/noticias/geral,piloto-de-espermatozoide,70001979079",0,55,"['Os cientistas estavam interessados nos receptores de glutamato. Esses receptores são importantes no funcionamento do sistema nervoso e estão envolvidos em processos como aprendizagem e memória, além de doenças como autismo e esquizofrenia. Como existem dezenas desses receptores no genoma de mamíferos, fica difícil estudar seu funcionamento. Foi por isso que os cientistas foram atrás desse musgo que só possui dois desses receptores. Os cientistas imaginaram que, se removessem esses dois genes, descobririam sua função. Tomaram um susto.']"
https://ciencia.estadao.com.br/blogs/herton-escobar/descriminalizacao-nao-aumentaria-consumo-de-drogas-diz-psiquiatra/,0,56,"['Depende de quem usa. Há dependentes graves de maconha, embora não tão frequentes como com drogas como o tabaco, crack ou álcool. Se alguém tem uma tendência a desenvolver esquizofrenia, a maconha poderá fazer mais mal. Por outro lado, há usuários de cigarro que não se viciam no tabaco, e que o consomem muito esporadicamente. Esses usuários não problemáticos, como os de outras drogas em geral, são infelizmente muito pouco estudados pela literatura científica. Voltando à pergunta original, talvez ainda seja muito cedo para afirmar com certeza, até porque estamos falando de amostras populacionais de tamanhos distintos. Porém, de uma forma geral, usuários regulares de tabaco parecem padecer de piores problemas de saúde do que os usuários regulares de maconha.']"
"https://saude.estadao.com.br/noticias/geral,internava-ou-ele-morria-conta-mae,70001900733",0,57,"['Com esquizofrenia e viciado em cocaína e maconha, homem passou por hospitais psiquiátricos a pedido da mãe; hoje está em casa', 'A aposentada Marília Sandra Martins, de 78 anos, abraça o filho José Oswaldo Martins, de 62, na sala da casa onde moram, na zona norte de São Paulo. Ele havia acabado de ajudar a organizar a residência e se preparava para ir às compras. Há sete meses, um clima de paz atípico se instaurou na família: com esquizofrenia e viciado em cocaína e maconha, Martins já passou por 36 internações em hospitais psiquiátricos a pedido da mãe – em dois dos episódios, após agredi-la fisicamente.', 'Ele foi diagnosticado com esquizofrenia e síndrome de dependência. Mas a mãe, umbandista, chegou a acreditou que pudesse se tratar de um espírito maligno. “Fiz de tudo, trabalhos (']"
"https://saude.estadao.com.br/noticias/geral,rua-e-temor-de-familias-e-autoridades,70001900751",0,58,"['No Hospital Thereza Perlatti, de Jaú, são comuns as internações prolongadas de moradores de rua com problemas psiquiátricos, como esquizofrenia ou dependência química. “Há um entendimento de que eles não devem ficar na rua, sem família. Normalmente é um morador de rua que causou algum incômodo, que fala sozinho ou já agrediu alguém”, diz a psicóloga Marília Belfiore. “É preciso articular serviços de saúde e residência terapêutica, com suporte da assistência social.”']"
"https://ciencia.estadao.com.br/noticias/geral,brasileiros-criam-metodo-para-diagnosticar-esquizofrenia-na-primeira-consulta,70001826266",0,60,"['Brasileiros criam método para diagnosticar esquizofrenia na primeira consulta - Ciência - Estadão', 'Um novo método para o diagnóstico de esquizofrenia, desenvolvido por cientistas brasileiros, poderá ser utilizado como exame complementar, permitindo que os médicos identifiquem a doença já na primeira consulta de pacientes adolescentes, com mais de 90% de precisão.', 'Empregando algoritmos para analisar a estrutura da fala dos jovens que apresentam sintomas iniciais de esquizofrenia, a técnica poderá antecipar o diagnóstico em pelo menos 6 meses, evitando o risco - em geral bastante comum - de submeter o paciente à medicação errada, segundo os pesquisadores.', 'Em pesquisas anteriores, utilizando modelos matemáticos para analisar a estrutura do discurso dos esquizofrênicos, os cientistas perceberam eles têm uma fala notavelmente empobrecida, quase aleatória. Os pacientes estudados, porém, já haviam sido diagnosticados e sofriam da doença há muito tempo, apresentando uma deterioração cognitiva bastante avançada e difícil de reverter.', '""O objetivo era resolver um problema clínico: fazer o diagnóstico da esquizofrenia em adolescentes psicóticos ainda em seu primeiro contato clínico, quando o diagnóstico entre esquizofrenia, bipolaridade e outras doenças é muito mais difícil, justamente porque eles ainda não tiveram a deterioração cognitiva decorrente de uma longa história de crises psicóticas"", disse.', '""Mostramos que é possível calcular um número único - que chamamos de índice de fragmentação - capaz de prever com grande acurácia o diagnóstico da esquizofrenia 6 meses antes, na primeira entrevista psiquiátrica do paciente. Isso significa que o psiquiatra pode usar esse índice para dar um diagnóstico inicial mais certeiro já no primeiro encontro com o paciente"", afirmou.', 'a ideia inicial do estudo com foco na fala do esquizofrênico partiu de conceitos da psicopatologia clássica. Mesmo que uma pessoa tenha alucinações e delírios, é preciso ter algum critério para distinguir a esquizofrenia, que leva ao longo dos anos a uma deficiência cognitiva, de outras doenças como o transtorno bipolar. E a maneira de se expressar tem sido um critério para isso desde o século 19.', '""Há muito tempo os sintomas da desordem do pensamento expressa na fala foram descritos como típicos da esquizofrenia. Não apenas o conteúdo do que a pessoa fala, mas a forma. O psiquiatra observa esses sintomas a partir do que chama de \'descarrilamento do pensamento e frouxidão das ideias\'"", disse Natália ao', 'Na primeira fase do estudo, os cientistas gravaram relatos simples feitos por pacientes crônicos de esquizofrenia - em surto psicótico e medicados - e por pessoas saudáveis. Os relatos foram então analisados com o uso da teoria dos grafos, um ramo da matemática que estuda as relações entre os elementos - neste caso, as palavras - de um determinado conjunto.', '""Mostramos ali que o nosso método era capaz de medir as características da conectividade das ideias na fala dos pacientes, diferenciando com bastante precisão os sintomas negativos dos esquizofrênicos. Assim, imaginamos que essa poderia ser uma ferramenta importante para uma primeira avaliação clínica"", explicou.', 'Seis meses depois do experimento, já com o diagnóstico das crianças definido, foi possível observar diferenças claras no discurso daquelas que apresentavam esquizofrenia - e testar se o método funcionava. As gravações também foram feitas com crianças sem sintomas, como controle.', '""O que observamos - especialmente no relato do sonho - é que, já na primeira entrevista, as crianças que seis meses depois foram diagnosticadas com esquizofrenia contavam a história de uma forma bem menos conectada e menos complexa"", disse Natália.', 'O algoritmo também mostrou que, em relação à conexão das ideias, quando os cientistas embaralhavam todas as palavras, fazendo a estrutura do discurso desaparecer, o resultado totalmente aleatório que se formava tinha pouca diferença em relação à fala da criança esquizofrênica.', '""Dos pacientes que receberam diagnóstico de esquizofrenia depois de seis meses, 64% tinham um discurso com conectividade indistinguível do aleatório. Entre os que receberam diagnóstico de transtorno bipolar, 30% tinham esse tipo de discurso"", disse Natália. Entre as crianças que não tinham sintomas, apenas 5% apresentavam fala aleatória.', '""Ao combinar todos os atributos, descobrimos que o método conseguia prever o diagnóstico de esquizofrenia com mais de 91,67% de precisão. Esse resultado foi obtido com pacientes adolescentes, em sua maioria"", afirmou Natália.', '""Daí em diante, tudo é automatizado e o médico chega ao índice de framentação em questão de segundos. Quanto maior o índice, maior a chance do paciente ter sintomas mais graves de esquizofrenia"", explicou a pesquisadora.', 'Engenheiro formado pela Escola Politécnica da Universidade de São Paulo (USP), José Alberto Orsi começou a enfrentar os primeiros sintomas de depressão crônica em setembro de 1994, aos 26 anos de idade. Ele ainda não sabia, mas aquele era o início de uma longa história de sofrimento com as crises psicóticas causadas pela esquizofrenia.', '""O primeiro surto de esquizofrenia é muito difícil de ser caracterizado. Mesmo tendo antecedentes na família, o diagnóstico ainda não era possível. Cheguei a ter atendimento psiquiátrico, mas aquela primeira crise, de fato , foi mais de depressão que esquizofrenia"", disse Orsi ao', 'A\xa0família sempre teve preocupação com sua saúde mental. O pai havia sido diagnosticado com esquizofrenia em uma época de medicação rudimentar e de tratamentos com choques elétricos. No entanto, nem todos os cuidados da mãe - Orsi fazia psicoterapia desde os 13 anos - o livraram dos problemas mentais.', 'Apesar do diagnóstico de depressão, o psiquiatra alertou que Orsi precisaria tomar uma medicação pelo resto da vida. “Provavelmente na época ele já suspeitava de esquizofrenia, mas não me revelou.”', 'Em maio de 1998, a aparente estabilidade desmoronou de uma só vez. Na reta final de seu MBA, submetido ao estresse e depois de ter problemas com uma professora, Orsi teve sua segunda crise. Mas dessa vez tratava-se mesmo de um surto esquizofrênico, com alucinações.', '“Fui internado em uma clínica no Mississipi e, duas semanas depois, minha irmã, que morava em Miami, me levou para a Flórida. Ali um médico finalmente fez o primeiro diagnóstico de esquizofrenia. Comecei o uso do antipsicótico que tomo até hoje. Ele me disse que teria que tomar o medicamento para sempre. Aquilo foi devastador para mim”, disse o engenheiro.', 'Arrasado pelo o diagnóstico, Orsi voltou ao Brasil para se tratar. O psiquiatra que o havia atendido em 1995 não concordou\xa0 com o diagnóstico de esquizofrenia feito pelo médico americano e, no fim de 1998, suspendeu o antipsicótico e receitou apenas lítio para as alterações do humor.', '“Em maio de 2001, tive meu quarto surto. Finalmente comecei a tomar de forma contínua a medicação básica que havia tomado após o primeiro diagnóstico de esquizofrenia nos Estados Unidos - e que tomo até hoje”, contou Orsi.', 'Em 2003, por meio de uma palestra na Biblioteca Mário de Andrade, em São Paulo, Orsi conheceu a Associação Brasileira de Familiares, Amigos e Portadores de Esquizofrenia (Abre).', '“As perspectivas são muito boas, pois a ONG tem um ótimo potencial de crescimento e me dá muito apoio. Temos uma parceria com a Unifesp e estamos caminhando para seguir os passos de um modelo anglo-australiano de instituição, que oferece uma retaguarda de oficinas e oportunidades de superação e engajamento social e profissional para pessoas que têm esquizofrenia e transtornos mentais de modo geral”.']"
"https://ciencia.estadao.com.br/noticias/geral,paciente-sofreu-para-identificar-a-doenca,70001826262",0,61,"['“A grande dificuldade é o diagnóstico inicial e a aceitação do paciente e da família"", disse Orsi, que teve seu primeiro surto aos 26 anos e hoje é um dos diretores da Associação Brasileira de Familiares, Amigos e Portadores de Esquizofrenia (Abre). Gabriela Biló', 'Engenheiro formado pela Escola Politécnica da Universidade de São Paulo (USP), José Alberto Orsi começou a enfrentar os primeiros sintomas de depressão crônica em setembro de 1994, aos 26 anos de idade. Ele ainda não sabia, mas aquele era o início de uma longa história de sofrimento com as crises psicóticas causadas pela esquizofrenia.', '""O primeiro surto de esquizofrenia é muito difícil de ser caracterizado. Mesmo tendo antecedentes na família, o diagnóstico ainda não era possível. Cheguei a ter atendimento psiquiátrico, mas aquela primeira crise, de fato , foi mais de depressão que esquizofrenia"", disse Orsi ao', 'A\xa0família sempre teve preocupação com sua saúde mental. O pai havia sido diagnosticado com esquizofrenia em uma época de medicação rudimentar e de tratamentos com choques elétricos. No entanto, nem todos os cuidados da mãe - Orsi fazia psicoterapia desde os 13 anos - o livraram dos problemas mentais.', 'Apesar do diagnóstico de depressão, o psiquiatra alertou que Orsi precisaria tomar uma medicação pelo resto da vida. “Provavelmente na época ele já suspeitava de esquizofrenia, mas não me revelou.”', 'Em maio de 1998, a aparente estabilidade desmoronou de uma só vez. Na reta final de seu MBA, submetido ao estresse e depois de ter problemas com uma professora, Orsi teve sua segunda crise. Mas dessa vez tratava-se mesmo de um surto esquizofrênico, com alucinações.', '“Fui internado em uma clínica no Mississipi e, duas semanas depois, minha irmã, que morava em Miami, me levou para a Flórida. Ali um médico finalmente fez o primeiro diagnóstico de esquizofrenia. Comecei o uso do antipsicótico que tomo até hoje. Ele me disse que teria que tomar o medicamento para sempre. Aquilo foi devastador para mim”, disse o engenheiro.', 'Arrasado pelo o diagnóstico, Orsi voltou ao Brasil para se tratar. O psiquiatra que o havia atendido em 1995 não concordou\xa0 com o diagnóstico de esquizofrenia feito pelo médico americano e, no fim de 1998, suspendeu o antipsicótico e receitou apenas lítio para as alterações do humor.', '“Em maio de 2001, tive meu quarto surto. Finalmente comecei a tomar de forma contínua a medicação básica que havia tomado após o primeiro diagnóstico de esquizofrenia nos Estados Unidos - e que tomo até hoje”, contou Orsi.', 'Em 2003, por meio de uma palestra na Biblioteca Mário de Andrade, em São Paulo, Orsi conheceu a Associação Brasileira de Familiares, Amigos e Portadores de Esquizofrenia (Abre).', '“As perspectivas são muito boas, pois a ONG tem um ótimo potencial de crescimento e me dá muito apoio. Temos uma parceria com a Unifesp e estamos caminhando para seguir os passos de um modelo anglo-australiano de instituição, que oferece uma retaguarda de oficinas e oportunidades de superação e engajamento social e profissional para pessoas que têm esquizofrenia e transtornos mentais de modo geral”.']"
"https://saude.estadao.com.br/noticias/geral,sp-encerra-convenios-e-troca-hospitais-psiquiatricos-por-casas-terapeuticas,10000093774",0,62,"['Outro privilégio é que ela pode dividir um quarto só com o namorado, o paciente Ademir Gonçalves, de 58 anos, que nasceu em Santo Amaro, na zona sul, tem passagem por manicômio judiciário e gosta de combinar a cor do boné com a da camisa. Os dois se conheceram em Salto de Pirapora. Diagnosticado com esquizofrenia, Gonçalves também perdeu os pais cedo, aos 12 anos, e foi morador de rua. “A gente nunca brigou”, conta Sol, sobre o relacionamento que já dura cinco anos.', 'Depressões maiores e surtos esquizofrênicos, por exemplo, condicionam, dentre outros, mortes (evitáveis) por suicídio. Requerem bons hospitais psiquiátricos ou enfermarias afins em hospitais gerais. Prevenção e tratamento em saúde pública exigem redes harmônicas, com referências e contrarreferências solidárias. Continuarmos o caminho, dando-nos as mãos: o imperativo ético que não pode mais esperar.']"
"https://saude.estadao.com.br/fotos/geral,fatores-de-risco,566365",0,63,"['Também são fatores de risco apneia do sono ou diagnóstico de distúrbio psiquiátrico, como esquizofrenia, depressão ou transtorno bipolar. Foto: Reuters', 'Também são fatores de risco apneia do sono ou diagnóstico de distúrbio psiquiátrico, como esquizofrenia, depressão ou transtorno bipolar. Foto: Reuters']"
"https://saude.estadao.com.br/noticias/geral,estudo-de-efeitos-do-zika-usara-minicerebros,10000015052",0,64,"['Os minicérebros foram desenvolvidos pela pesquisadora austríaca Madeline Lancaster em 2003. A equipe de Rehen obteve organoides “mais simples e mais baratos”. Ele nunca antes trabalhara com infecção viral. Até então, usava organoides para pesquisar transtornos como esquizofrenia.']"
"https://saude.estadao.com.br/noticias/geral,mae-de-paranaense-condenado-a-morte-pedira-ajuda-ao-papa,1622559",0,65,"['Clarisse já fez oito visitas ao filho nos últimos dez anos, desde que ele foi detido. Na última visita, em agosto do ano passado, ela percebeu que Gularte estava muito transtornado. Com o apoio da Embaixada brasileira na Indonésia, ela solicitou avaliação psiquiátrica às autoridades locais e os médicos constataram esquizofrenia.', 'Adriana Gularte, irmã mais velha, chegou a fazer um apelo à Anistia Internacional. “Ele está mentalmente doente, a Embaixada providenciou tratamento psicológico para ele, de onde resultou laudo médico que atesta esquizofrenia. O Itamaraty dispõe desses laudos e de mais informações. Venho por meio desta carta fazer um pedido de socorro, urgente, para que esta organização de Anistia Internacional interceda ao governo da Indonésia”, escreveu em carta.']"
"https://saude.estadao.com.br/noticias/geral,a-medicina-de-3000-ac-versus-a-medicina-do-terceiro-milenio,1605710",0,66,"['O canabidiol (CBD) é um dos 400 componentes da maconha, que apresenta vários efeitos opostos aos do THC, principal componente da droga. O CBD isoladamente não apresenta os efeitos típicos do uso da planta e seus efeitos anticonvulsivantes são conhecidos desde a década de 1970, nos trabalhos pioneiros do grupo liderado pelo professor Elisaldo Carlini, da Unifesp. Grupos brasileiros estão na vanguarda mundial nas pesquisas sobre o potencial terapêutico desta substância. Atualmente há estudos do CBD na doença de Parkinson, esquizofrenia, fobia social, entre outras condições. Procura-se o uso do CBD isolado, seguindo os mesmos princípios da evolução da farmacoterapia, ou seja, de forma que permita a dosagem mais precisa e reduzindo o risco de significativos efeitos colaterais.', 'A resolução do Conselho Federal de Medicina (CFM) é um importante avanço na regulação do uso dos canabinóides para fins medicinais. O Brasil se posicionou como um dos primeiros países no qual a medida foi adotada. Entretanto, existem vários desafios. Primeiramente, de que modo oferecer o CBD nos casos de pacientes adultos com epilepsia refratária e para portadores de outros diagnósticos nos quais se demonstrou evidências, mesmo que preliminares, como no caso de Parkinson, esquizofrenia, ansiedade, dores entre outras. Em segundo lugar, o custo da do CBD importado é restritivo para a maior parte da população, especialmente a de baixa renda. Terceiro: a maioria do CBD importado tem qualidade e composição desconhecida (às vezes com doses altíssimas de outros compostos), produzida por laboratórios com mínimo ou sem nenhum controle. Por fim, é hoje ainda mais necessário e oportuno orientar e informar a população que o CBD não é a maconha e não causa os mesmos efeitos.']"
https://saude.estadao.com.br/blogs/pilulas/ser-pai-aos-45-aumenta-risco-de-transtorno-mental-no-bebe/,0,67,"['Filhos de homens que se tornaram pais aos 45 anos ou mais apresentam um risco maior de desenvolver distúrbios psiquiátricos, como autismo, transtorno bipolar, esquizofrenia e transtorno de déficit de atenção com hiperatividade (TDAH), na comparação com homens que se tornaram pais mais jovens, entre os 20 e 24 anos.', 'Crianças de homens mais velhos também foram 13 vezes mais propensas a ter TDAH, apresentaram uma probabilidade 3,5 vezes maior para autismo e tiveram o dobro do risco de desenvolver um distúrbio psicótico, principalmente a esquizofrenia. Os cientistas conseguiram descobrir se as crianças analisadas tinham sido diagnosticadas com transtornos mentais, ou tratadas, por meio de consultas aos bancos de dados do sistema de saúde sueco.']"
"https://saude.estadao.com.br/noticias/geral,ha-mais-esquizofrenia-nas-grandes-cidades-imp-,1104823",0,68,"[""Cem anos após ser citada pela primeira vez, a esquizofrenia ainda desafia os maiores especialistas no assunto, como o psiquiatra escocês Robin Murray, professor da King's College de Londres."", 'No Brasil para participar de um simpósio do Instituto de Psiquiatria do Hospital das Clínicas, o médico diz que, apesar de alguns aspectos da doença ainda serem desconhecidos, já está comprovado que o uso de drogas e a vida em cidades grandes aumentam o risco de desenvolvimento da doença. Para ele, o avanço nos estudos genéticos pode ajudar a aprimorar o tratamento da esquizofrenia.', 'Não sabemos, mas é possível dizer que há mais esquizofrenia nas grandes cidades do que no interior. Primeiro, porque as cidades são maiores e geram mais estresse. Segundo, porque há mais abuso de drogas. Terceiro, porque há mais imigrantes e sabemos que, se você está fora do seu país, a desconfiança e a discriminação sofrida podem levar a atitudes paranoides, o que aumenta o risco de esquizofrenia. Na Grã-Bretanha, por exemplo, os imigrantes vindos do Caribe e da África têm seis vezes mais risco de desenvolver a esquizofrenia do que um nativo.', 'O uso de drogas é um dos principais fatores para o desenvolvimento da esquizofrenia?', 'Não sabemos. No Brasil, ninguém sabe qual é a prevalência no interior. Só há esse estudo de Ribeirão Preto. O que sabemos é que a esquizofrenia vem tornando-se cada vez mais comum desde os anos 1800, quando as grandes cidades foram se industrializando.', 'Identificar os diferentes tipos de esquizofrenia. O tipo causado por um determinado gene não é o mesmo desencadeado pelas drogas. No futuro, começaremos a dividir a esquizofrenia e, com isso, poderemos buscar novos tratamentos.']"
"https://saude.estadao.com.br/noticias/geral,forca-muscular-pode-estar-ligada-a-longevidade-aponta-estudo,963033",0,69,"['Os adolescentes que tinham uma força muscular acima da média no início da pesquisa tinham de 20% a 35% menos chances de morte precoce, inclusive para doenças cardiovasculares. Eles ainda tinham até 65% menos chances de sserem diagnosticados com doenas psiquiátricas, como depressão ou esquizofrenia.']"
